Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.0386063421225804	0.592069655920636
LOC107987020///LOC107987020	107987020///107987020	0.0386169747971748	0.435222152045355
TVP23A	780776	0.0386610219375317	-0.346508951077096
GGT2///GGT8P///GGTLC2///GGT3P///GGT1	728441///645367///91227///2679///2678	0.0386881723431954	-0.416164532445577
ZFP92	139735	0.0386881723431954	-0.423861516797053
MT1HL1	645745	0.0386881723431954	-0.305171623209749
CCDC26	137196	0.0387055052513887	1.12955521448186
AP3M1	26985	0.0387503583407725	0.292263156820866
C2orf68	388969	0.0387524497837068	-0.238269625260766
VMO1	284013	0.0387630461520614	0.259505231865081
		0.0387630461520614	-0.366204094005668
		0.0387630461520614	-0.323194916170066
		0.0387741867282554	-0.224313089916099
		0.0387741867282554	-0.465113776319728
		0.038844817788034	-0.509738652460317
ZNF750	79755	0.0388568444716022	-0.254143033839
ITPA	3704	0.0388657235405022	0.552785742472792
CCNJL	79616	0.0388657235405022	-0.704469246573699
DHCR7	1717	0.0388957147908147	0.855520687911566
ST6GALNAC3	256435	0.0389151744553053	-0.527039774938776
		0.0389266980115952	-0.386440964303855
		0.0389459411650721	-0.29627711640136
		0.0389512816525941	-0.637562098721089
MARVELD2	153562	0.0389512816525941	0.345385496588437
FGF14	2259	0.0389936191928927	-0.198638982051018
RAN	5901	0.0389993195596714	0.490688515146257
LOC646513	646513	0.0390236033265179	-0.380841987670069
		0.0390257473848928	0.268972949327666
		0.0391336868836581	-0.505017606005667
		0.0391387094279497	-0.288188592385488
ZNF337	26152	0.0391387094279497	0.506484007701818
TMEM37	140738	0.0391446204056255	0.357158651961452
1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	100506173///100132285///553128///115653///57292///3813///3812///3811///3810///3809///3808///3806///3805///3804///3803///3802///3813///3812///3811///3810///3808///3802	0.0391450753183611	-0.668740572819727
NUDT22///NUDT22	84304///84304	0.0391713727654904	-0.297607517789117
NUBPL	80224	0.0392032065270876	0.618871062568029
SNHG17	388796	0.0392274441067057	0.505847808359411
ENKUR	219670	0.0392382964665743	-0.227970344852606
GJA1	2697	0.0392724244306674	0.667970792707485
LOC647115	647115	0.0392898999592448	-0.30902762638662
TBCK	93627	0.0392988660227745	0.590399592047618
FAM161A	84140	0.0393092744511864	0.409239514041951
		0.0393182900444265	-0.282318951993197
ZNF69	7620	0.0393182900444265	0.406970362261906
SURF4	6836	0.0393524856518722	0.451476079134924
PI4KAP1///PI4KAP2///HIC2///PI4KA	728233///375133///23119///5297	0.0393524856518722	0.348332911292522
		0.0393524856518722	-0.178794177806122
		0.0393622055130914	0.418492846441044
MLX	6945	0.0393964926053837	-0.413777909616782
PNMA3	29944	0.0394565813411454	-0.352881728345802
HSPA1B///HSPA1A	3304///3303	0.039510807003527	0.718502769543089
		0.0395231469280939	-0.451003998858275
ALKBH4	54784	0.0395377299205016	-0.331327946919498
OR2W5	441932	0.0395377299205016	-0.312619070978456
CAAP1	79886	0.0395531901957182	0.529433499498868
GZMA	3001	0.0395531901957182	-1.10033049541383
SLF2	55719	0.039554396117593	-0.328626596069161
PSMB6	5694	0.0396277558141856	0.488580348608851
ATXN10	25814	0.0396391201662836	0.551665416221093
		0.0396644738115942	-0.553278268623581
PDE4DIP	9659	0.0396777377708414	-0.842246784215414
UQCRFS1	7386	0.0396853718772916	-0.423601529029478
		0.0397214306185248	-0.402035488354874
NDUFB4	4710	0.0397214306185248	0.482369744956916
		0.0397339173908666	0.548843299795926
ENY2	56943	0.0397420104730851	0.403539697179141
		0.0397807986890258	-0.301415309790248
PRLR	5618	0.0397807986890258	0.534551698887752
ZNF230	7773	0.039786875896548	-0.627293261892288
SPOUT1	51490	0.0398419481859383	-0.359649867702945
PLA2G15	23659	0.0398496003197095	0.371568020689344
		0.0398545617007888	0.451864609061229
		0.0398741969073771	-0.381512019943313
		0.0398741969073771	0.318315673436509
		0.0398741969073771	-0.540935670434238
		0.0399165629140651	-0.291385604137186
KLRC3	3823	0.0399177362490928	-0.802352698336734
		0.0399221611855582	-0.258972392556688
		0.0399256268657548	-0.36642984635374
		0.0399557652460662	-0.50095193804875
BARHL1	56751	0.0399834403014907	-0.279358427385488
		0.0400399093083375	0.330018997351474
LOC100287896	100287896	0.0400457654500514	-0.458530741243763
		0.0400544937063967	0.150011431400226
ME1	4199	0.0400595060991975	0.899376689315193
C4orf46	201725	0.0400716409718526	0.383219388750565
ATP6V1A	523	0.0400851746727916	0.677771934379823
		0.0401093108898756	-0.263045852024943
ATP8A1	10396	0.0401120924108757	-0.845622851960314
HIST1H2BG	8339	0.0401171289087376	0.901832481230161
FAM3D	131177	0.0401400542915388	-0.290993013831063
ACOT1	641371	0.0401403065668886	0.469560249935376
MAPK8IP1	9479	0.0401403065668886	-0.374882297141723
CPOX	1371	0.0401479886375613	0.60140461388776
ZNF564	163050	0.0401600168117757	-0.432962928208617
FCN2	2220	0.0401905389364739	-0.468666508323127
CABP4	57010	0.0401944664036118	-0.318331296302719
		0.0401992525174028	-0.619753654092972
		0.0402336993795129	0.256263934239229
		0.0402336993795129	-0.453902944785712
NETO2	81831	0.0402336993795129	1.52227302037755
C20orf197	284756	0.0402336993795129	0.974017755758505
HSPA4	3308	0.0402336993795129	0.336185425734693
GPR132	29933	0.0402827827457478	-0.938245245634919
		0.0402986144011149	-0.263157318062356
		0.0403118212908705	-0.254984768023811
WFDC5	149708	0.0403118212908705	-0.265202960514739
HIST1H2AJ	8331	0.0403291932034093	0.97135414797959
JUN	3725	0.0403328246252063	1.37567476431293
		0.040338850231379	-0.232484368160997
GAK	2580	0.0404868972271939	-0.269333735913833
GAS7	8522	0.040497229019744	0.760363335012472
SPATA5L1	79029	0.0405217511778023	-0.472987777710884
		0.040522835114057	0.391872750216553
KRT6C///KRT6B///KRT6A///KRT5	286887///3854///3853///3852	0.040522835114057	-0.332154787071425
ZNF503	84858	0.040522835114057	0.479367280614516
SFXN5	94097	0.0405611280239633	0.460384575655331
		0.0405724130218536	-0.309262908653059
SPANXN5	494197	0.0405724130218536	-0.262572756007936
		0.0405729071975975	0.806362976143992
		0.0405729071975975	-0.306682078868478
IL12A	3592	0.0405737869794386	0.588554548951247
BORCS7-ASMT///AS3MT	100528007///57412	0.0405908632952929	-0.98168810676077
DYNC1H1	1778	0.0406262590054608	0.309333419887759
ZNF92	168374	0.0406262590054608	-0.788761567420634
CALHM1	255022	0.0406415086928033	-0.26054089306009
		0.0406743768436526	-0.569825531295916
RCN2	5955	0.0407084128751516	0.50983822981746
EIF1AX	1964	0.0407218605567551	0.682151505943313
IL2RG	3561	0.0407329937241732	-1.00841962257029
		0.0407432359172377	0.250762013826531
PRDX5	25824	0.0407524040145887	0.49792537355669
RSPH1	89765	0.0407880647581798	0.256576811487531
		0.0407922391428668	-0.447432041109978
DHX29	54505	0.0408439093230872	0.36988978845125
CRACR2A	84766	0.0408809631638826	-0.567235278263039
LOC100131170	100131170	0.0408886738946656	-0.524677328162133
RAB9A	9367	0.0408886738946656	-0.378556033717686
		0.040891254273487	-0.691975821578229
CCDC138	165055	0.0408923458308206	0.647291313057825
KISS1R	84634	0.0409032641764943	-0.33680873431179
ORM2	5005	0.0409251379095126	-0.511636302417232
		0.0409381387627098	-0.157196618199546
PDLIM3	27295	0.0409450811868331	-0.209556410202945
RNF115	27246	0.040946492461705	0.47337503790136
		0.0409693624344443	-0.31469125497619
KANSL1L	151050	0.0409693624344443	-0.628613267770974
		0.0410011570531786	-0.232927013264171
FLJ42627	645644	0.0410162945303993	0.747913446185941
TCTN1	79600	0.0410677367821095	-0.503220480083898
		0.0410796770840001	0.74074065217347
COL9A1	1297	0.0410799318774019	-0.230084767336733
FKBP1B	2281	0.0411169444396724	0.303187136933106
		0.0411195174775634	-0.351603170564627
ZNF491	126069	0.0411455856727052	0.459042105777778
		0.041163404489124	-0.444367568738094
SRMS	6725	0.041163404489124	-0.313523383554422
		0.041163404489124	-0.568335304625852
ZSWIM3	140831	0.0411686460602205	-0.387506300832198
HOOK2	29911	0.0411750457107288	-0.273271604952378
RSL1D1	26156	0.0412524647189738	0.699508385082767
CDC42EP3	10602	0.0412737463297066	-1.09610742154422
MRPL15	29088	0.0413111626282926	0.581953279259637
		0.0413112354467193	-0.250991082704081
ANKEF1	63926	0.0413177439413723	-0.56153809860544
		0.0413692992877997	0.43132849077665
PSIP1	11168	0.0413692992877997	-0.609935016036282
ZNF213	7760	0.0413805240108952	-0.300012505344668
		0.0413814367330509	0.453736606933111
		0.0413895227600111	0.20198473972109
SLC5A11	115584	0.0413895227600111	-0.257203530387756
FANCE	2178	0.0413896472631487	-0.453831145712016
C3orf38	285237	0.0414196331412009	-0.450217229988657
AHCTF1P1///AHCTF1	285116///25909	0.0415288581512258	-0.41770358319841
		0.041536709957024	0.707726705742632
KIF18B	146909	0.0415671536822701	0.461553926772112
SPATA13	221178	0.0415671536822701	-0.654304708795917
EPCAM	4072	0.0415708274812411	0.896107170781179
		0.0415720888981691	0.243913488481861
		0.0415729880621918	-0.234736927685941
NQO2	4835	0.0415729880621918	-0.759041442596371
F8A3///F8A2///F8A1	474384///474383///8263	0.0415729880621918	-0.723506456034009
		0.0416210065663593	-0.18783209322789
OLAH	55301	0.0416358467754834	-0.311954715658729
HRK	8739	0.0416511235879384	-0.467797360119045
		0.041678814262794	-0.456763913471653
LIN7A	8825	0.0417404275996855	-1.08661960845465
TNIP1	10318	0.0417515705823761	-0.340625058446712
NT5DC4	284958	0.0417557667976199	-0.392654216588433
		0.0417777954535759	-0.425050435206348
PDE1B	5153	0.0417868012096389	0.473033522741496
SALL1	6299	0.0417921694234375	-0.364221335526074
HMGB4	127540	0.0418026147680535	-0.278528139442177
FAAH	2166	0.0418328052153596	0.707938166826533
LINC00575	439934	0.0418653977009328	-0.230347551794785
FCGR2B	2213	0.0418653977009328	-1.11316238121202
		0.0418908754760817	-0.807705955247163
PWP1	11137	0.0419363383536736	0.464248707383222
ZNF770	54989	0.0419708226855337	-0.512440447212014
TNPO2	30000	0.0420406997338447	0.30847910769501
		0.0421047424125089	0.705522686257366
CELSR1	9620	0.0421137617376098	-0.523707942930837
RPRD2	23248	0.0421338265172936	-0.541386825435376
EPO	2056	0.0421383113497071	-0.274705620650794
		0.0421588531901462	0.372074695979593
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4	106660613///100133050///100049076///728411///653188///387036///11042///11039///653188///11042///11039	0.0422366068416674	0.70047988502041
RIMKLB	57494	0.0422542122531354	1.03867638850794
LOC440311///GLTSCR2	440311///29997	0.0422897038517712	0.731404778446711
PHKA1	5255	0.0422897038517712	0.834887480314062
		0.0423261163933049	-0.37691691820635
UTS2R	2837	0.0423305650089093	-0.327248364326527
		0.042333594257402	-0.405414823049886
		0.0423951691516274	-0.408942061090703
MGC72080	389538	0.0423968932031553	-0.43661514328004
AIFM3	150209	0.0424216362868991	0.271942117670069
		0.0424775295771911	-0.340362535683674
HTR3A	3359	0.0424868447489215	-0.361932294424037
		0.0425106568076036	0.713499999604307
CNOT6L	246175	0.0425223516180871	-0.459878332683672
PRPF4B	8899	0.0425409525762492	0.347117875887758
C19orf33	64073	0.0425409525762492	-0.272061718013604
ALCAM	214	0.0425827447133116	0.904458146360547
PWAR6	100506965	0.0425827447133116	-0.570027584053287
INPP5B	3633	0.0425827447133116	0.357775405375286
MED30	90390	0.042736644338465	-0.5786258815873
		0.0427751941289345	-0.49330587484694
ZG16	653808	0.0427751941289345	-0.375097486244895
PHF12	57649	0.0428097781565362	-0.555021468801585
ZNF157	7712	0.0428266082876365	-0.299331997131519
		0.0428334790288484	-0.304180059230158
TAS2R5	54429	0.0428334790288484	-0.430175731216553
		0.0428439705144333	-0.347372553763037
		0.0429627995724843	-0.389453013436506
		0.0429627995724843	0.336973464453515
SLC26A2	1836	0.0429845606465046	0.533505071780048
C20orf203	284805	0.0429871429109742	0.414598035052157
TPM2	7169	0.0430022834619743	0.642949658817459
GTF2H2C_2///GTF2H2C///GTF2H2B///GTF2H2	730394///728340///653238///2966	0.0430123994339327	-0.777113506965984
		0.0430515881188717	0.570633543065762
NT5DC2	64943	0.0430861706016572	0.68672143156576
ZNF347	84671	0.0431018949435942	-0.6657554246644
IPO13	9670	0.0431187773667026	0.305360652183674
		0.0431277091756306	-0.395228807862809
YWHAH	7533	0.043177110273714	0.400155192349205
		0.0431853230968859	-0.442414787458048
GABBR1	2550	0.0431853230968859	-0.402747063854874
PABPC3	5042	0.0431883708027405	0.531667132056691
SPRYD7	57213	0.0432032867886257	0.758090070248302
		0.0432394413362106	-0.345718329696144
PTGER2	5732	0.043269945506224	1.33980013229819
THUMPD3	25917	0.0432737420440052	0.482978887870749
BEND6	221336	0.0433453533133625	0.491567155366214
CSRP3	8048	0.043349547753671	-0.201748387250566
SYTL2	54843	0.0433550923550137	-0.762174147958048
SNORD116-14	100033426	0.0433689674794142	-1.74247257857823
ZNF14	7561	0.0434098317152706	-0.594135521695008
GGTLC1	92086	0.0434333249524893	-0.374970169986393
SLC9B1	150159	0.0434468553190163	-0.670221854047618
TAF1D	79101	0.0434964640782508	0.399325924416102
		0.0434964640782508	-0.410150953114511
HKDC1	80201	0.0434964640782508	-0.423256888446715
ATXN7L1	222255	0.0435262655189718	-1.02784724042517
		0.0435707278257726	-0.561906926249433
		0.0436097625167188	0.731133541536281
		0.0436844024735545	-0.368088283028341
ATP6V1H	51606	0.0436844024735545	0.374745040058956
		0.0436844024735545	-0.631605064682539
TMEM78	677790	0.0436844024735545	-0.250593943865078
MEOX1	4222	0.0436844024735545	-0.31622569843424
DCAF4L1	285429	0.0436979146975161	-0.272169158222221
PLEKHG6	55200	0.0436979146975161	-0.262872558089569
		0.0436979146975161	-0.142598000465986
		0.0436979146975161	-0.376001553741492
KRT72	140807	0.0437382559122799	-0.6879637519263
DHCR24	1718	0.0438188363441899	1.32601862440136
ARRB1	408	0.0438198828770684	1.12108059053288
NOP10	55505	0.0438330799365072	-0.479945451547612
		0.0438644423152524	0.564108749306123
		0.0439149568537384	0.663566673331071
CDHR2	54825	0.0439316537387517	-0.210850202914965
TKTL1	8277	0.0439330242672589	-0.40734839755669
		0.0439691678165079	-0.514770867160997
CRACR2A	84766	0.0439691678165079	-0.397906694892288
TSPO2	222642	0.0439913476861461	0.403014564612246
MFAP4	4239	0.0441159312890641	0.87978547089456
IL34	146433	0.044122572504307	-0.257745447310659
LOC55338	55338	0.0441842989005319	-0.321782557083897
CREB5	9586	0.0441842989005319	-1.23870530043197
		0.0442187761859163	-0.129756688484125
EPX	8288	0.0442855538710632	0.613229866895692
		0.0442889832949884	-0.271577963435373
SOCS3	9021	0.044293405141484	-0.656185242019272
SOGA3///KIAA0408	387104///9729	0.0443333907566499	-0.628271167131518
		0.0443333907566499	0.821634894734694
MDM1	56890	0.0443333907566499	-0.372914493113376
SLC22A11	55867	0.0443345159680581	-0.303484853886622
ZBTB22	9278	0.0443926557911557	0.37678701078798
THUMPD1	55623	0.0443926557911557	-0.386041995665532
TCEB3CL2///TCEB3CL///TCEB3C///TCEB3B	100506888///728929///162699///51224	0.0444005403072152	0.642893503623583
MIA2	117153	0.0444636924766898	-0.210057876112244
		0.0444734436679401	-0.306987252253968
SOCS2	8835	0.0444734436679401	1.43944218191837
EDIL3	10085	0.0444891392741493	0.68551500944558
CD300LD	100131439	0.0444891392741493	-0.503876504225621
		0.044495910620318	-0.581850150748299
MOGAT3	346606	0.0445166676997223	0.281690750510204
		0.0445515709750131	-0.247208820370748
NSDHL	50814	0.0445605623870906	0.495802591743764
YTHDC2	64848	0.04457390926476	-0.405770939632653
		0.0445842099912137	0.561423276964857
PIGK	10026	0.0445874907164951	0.474177468468254
CLASRP	11129	0.0445957799708482	-0.307184937575964
		0.0445981280002731	0.989689553648533
		0.0446193114001623	0.531952915512475
RAB3GAP2	25782	0.0446499099346123	-0.298299034632653
		0.0446775768788968	0.64790719558617
EYA3	2140	0.0446792914451004	-0.415554386693876
		0.0446971443562328	0.28361473735375
PPM1B	5495	0.0447372314095715	-0.376584746718819
		0.0447636920956781	0.58012157300567
		0.0447650635460566	-0.540408903214284
		0.0447650635460566	-0.50546313289682
		0.0448527090185538	-0.509455155879817
IRGQ	126298	0.0448527090185538	0.360248208637189
		0.0448527090185538	-0.137456467255102
ZNF233	353355	0.0448595145279539	-0.31687057412585
HARS	3035	0.0448704545866968	0.330232689958053
		0.0448704545866968	0.546565246102043
		0.0448737673110049	0.68582699460771
EIF2S2	8894	0.0449312777056715	0.529961137809526
VDAC2	7417	0.0449443182587161	0.414893442379823
IGSF9B	22997	0.0449443182587161	-0.443286043403625
APOBEC4	403314	0.0449636097419222	-0.176199846649659
IFITM10	402778	0.0449636097419222	0.551213646531746
GUSBP11	91316	0.0450067376118503	-0.375952642234692
		0.0450388549039826	-0.34310637942744
SEMA3G	56920	0.0450498693265533	-0.277172049111111
FLJ11710	79904	0.0451532967328549	0.604781341005672
PGM2	55276	0.045169150250707	0.416714272071431
HNRNPCL1	343069	0.0452051766280325	-0.377345806343539
TMEM252	169693	0.0452609216409114	-0.431244632800453
FAM50A	9130	0.0452609216409114	-0.420406839460314
RRAS2	22800	0.0452609216409114	-0.469475388879816
		0.0452801350744364	0.188565086184808
		0.0452943161642839	0.401478607919502
PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3	56114///56113///56112///56111///56110///56109///56108///56107///56106///56105///56104///56103///56102///56101///56100///56099///56098///56097///26025///9708///8641///5098	0.0453757006890092	0.376439911233561
SEC14L1	6397	0.0454347876020514	-0.826197745529479
		0.0455181130793815	0.342660407886622
SLC6A9	6536	0.045557405421836	0.569322786285714
ABT1	29777	0.0456355384909353	-0.321057410436508
USP30	84749	0.0456444930279267	-0.484144140412697
ITGB3BP	23421	0.0456652859192045	0.61853168692177
		0.0457045050410515	-0.514578594426304
CTRB2///CTRB1	440387///1504	0.0457045050410515	0.34554122926531
HLX	3142	0.0457275923644285	0.936836793896824
SIGLEC8	27181	0.0457485527753403	-0.48405040818594
		0.045787477070245	0.470218953929709
		0.0458241256399002	-0.273672836782311
		0.0458241256399002	0.512512601758504
ATP5O	539	0.0458334352454592	0.444825926891154
PLCD4	84812	0.0459159008146462	-0.294100644360544
		0.0459159008146462	0.426234849213153
FCN1	2219	0.0459227211499333	0.994452545195007
IL33	90865	0.0459262138890607	-0.159714408577096
SOCS4	122809	0.0459729617720588	0.398092635456915
		0.0459923996478855	0.888916707277776
		0.0459923996478855	-0.663813390684806
		0.0459923996478855	-0.335111310199544
PRR14L	253143	0.0460164911856735	-0.390047668844671
		0.0460294950760977	-0.262984561314059
TMEM139	135932	0.0460844757216214	-0.282365085780042
FHL3	2275	0.0461027820030715	0.770461698704085
		0.0461123363693872	0.244627295293651
NGB	58157	0.0461510157102098	-0.272590824760774
		0.0461757322320381	0.504930055026079
MIR196A1	406972	0.0461758284083229	-0.277772433129253
IFNA2	3440	0.0462671511958645	-0.221501046293649
		0.0463247518955189	0.570503891853743
FAM69B	138311	0.0463256508894894	0.598600484328801
FAM184A	79632	0.0463256508894894	-0.607343662609976
		0.0463256508894894	-0.251024556914965
		0.0463415813143663	0.533018155346944
CSN1S2AP	286828	0.0463415813143663	-0.183648408167799
		0.0463654293755363	0.323795965736966
RRAGA	10670	0.0463654293755363	-0.289421443377552
MFSD4A	148808	0.0463782245449016	-0.291255954662128
SMC3	9126	0.0463782245449016	0.354128810290252
PCAT18	728606	0.0463782245449016	0.595036011886622
		0.0463782245449016	-0.852231634478456
		0.0464249271525714	-0.284650254596372
ID1	3397	0.0464424993629356	0.757599060717688
ASZ1	136991	0.0464482010099864	-0.183192930579365
		0.0464652575278414	-0.265393790927435
TBX10	347853	0.0465067129984942	-0.235803302490929
UFM1	51569	0.0465143708013452	0.39354134030159
METTL21A	151194	0.0465551054135071	-0.372373789301584
EXOSC10	5394	0.0465667721363309	0.494027931578232
		0.0465883911569595	0.476785754045353
RAX2	84839	0.0465976397917719	-0.289739306112244
PPM1L	151742	0.0466110790494158	0.617522633469388
		0.0466110790494158	-0.2632264218356
BCOR///BCOR	54880///54880	0.0466110790494158	0.374043278401369
ZNF782	158431	0.046627733163548	-0.54268509464966
LCA5	167691	0.0466347029863357	0.371946548160998
AKAP3	10566	0.0466347029863357	-0.247283362411563
KRTAP4-7///KRTAP4-9///KRTAP4-8///KRTAP4-11///KRTAP4-2///KRTAP4-5///KRTAP4-4///KRTAP4-12///KRTAP4-6///KRTAP4-7	100132476///100132386///728224///653240///85291///85289///84616///83755///81871///100132476	0.0466625002534024	0.259365885041952
PIP4K2B	8396	0.0466672418427566	0.314989284289118
LCN2	3934	0.0467023518079509	-0.4793309836712
		0.0467037212523267	0.374501286192745
MTRF1	9617	0.0467223414575782	-0.383838427829931
TFDP1	7027	0.0467454681153526	0.963800015174604
RNF145	153830	0.0468030479101393	-0.36565536411338
		0.0468114458233512	-0.329784491551017
UFM1	51569	0.0468209245212332	0.456817110027212
MYO15B	80022	0.0468220764653298	0.667311622470524
		0.0468226784269912	-0.799208514361675
		0.0468744205725693	-0.2639838422517
GID4	79018	0.046885706994902	-0.353532530037414
		0.0469083770378297	-0.556507285642854
		0.0469350548979886	-0.366367634010204
		0.0469968296127088	-0.65173316047392
		0.0469968296127088	-0.633085222769838
		0.0470212356527698	0.606677328394562
TIAM1	7074	0.0470354789934544	-0.895536347869612
PIAS1	8554	0.0470377289298238	-0.770439007230157
TOMM40	10452	0.0470605868156638	0.52693591586508
RCSD1	92241	0.0470917145742555	-0.628089610538542
EYS	346007	0.0471130368871526	-0.161989997258502
RPL13	6137	0.0471201270095331	0.867519584578236
KRT12	3859	0.0471201270095331	-0.255375912925168
CMTM4	146223	0.0471286516073928	0.601929907054422
BCL2L2-PABPN1///PABPN1	100529063///8106	0.0471286516073928	0.271337489310657
FKBP8	23770	0.0471286781707883	-0.454049179654195
SLC25A44	9673	0.0471469396356212	-0.490946146038545
		0.0471693040686363	0.372864335637188
LNPEP	4012	0.0471875708883567	-0.444683330687074
		0.0472488726556506	0.784656594358279
APLN	8862	0.0472488726556506	0.257488187774378
		0.0472578388383771	-0.380434571944443
GCNT4	51301	0.0472808721613379	-1.30876942365986
GPR141	353345	0.0473291643937709	1.02365243596485
LINC01465	283416	0.0473408132166541	-0.355579233633785
C15orf38-AP3S2///ARPIN	100526783///348110	0.0473589977552909	-0.364395100896824
ST6GALNAC5	81849	0.0473589977552909	-0.310417347383217
SERPINA10	51156	0.0473845257656956	-0.231004656236962
ZNF575	284346	0.0474045163363392	-0.216235005268707
GGT2///GGT8P///GGTLC2///GGT3P///GGT1	728441///645367///91227///2679///2678	0.0474146011389213	-0.462730382783447
PLA2G1B	5319	0.0475196367268378	0.367229794405898
		0.0475224062459132	0.429861623980727
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	102724862///102723859///101060389///101060376///101060351///101060321///729877///729873///440452///414060///414059///84218	0.0475224062459132	-0.651430812555554
SLC35A5	55032	0.0475224062459132	0.463005245113385
		0.047525068816678	0.596039841217689
		0.047525068816678	-0.60820522153855
		0.047525068816678	-0.234580405676871
SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	102723555///100310812///729597///728524///441273///441272///441251///285955	0.047525068816678	-0.520354805880953
RHOH	399	0.0475319396819687	-1.32196991651587
		0.0475335784697144	-0.324223187693876
P2RY14	9934	0.0475516453588892	-1.21977955504762
KLRC4-KLRK1///KLRK1	100528032///22914	0.0475812708591714	-1.84923899670295
		0.0475894726503631	0.193080413015878
EVX1	2128	0.0476192688969291	-0.326685126820862
NFX1	4799	0.0476313273597401	0.337763839044215
DACH2	117154	0.0476313273597401	-0.222882257184807
KLK8	11202	0.0476532258279531	-0.255680195803852
AGT	183	0.0477175841214369	0.288002392602041
		0.0477264813897254	-0.379733741705214
MRPL39	54148	0.0477940476511698	0.651400212207487
TMPO	7112	0.0477958631263348	0.659853842965987
AATK	9625	0.0478176672935074	-0.457918069261901
MTMR10	54893	0.0478176672935074	-0.647205199740361
ZSCAN31	64288	0.0478225307448188	0.35620099828685
FIGNL1	63979	0.0478225307448188	0.695550008250567
		0.047833387631839	-0.459158747883217
C2orf40	84417	0.0478471510356993	-0.392535219239228
LILRP2	79166	0.0478566899849013	-0.444976969701814
		0.0478585026140248	-0.529478571219954
		0.0478585026140248	-0.147524385534014
		0.0478585026140248	0.478404768946713
NUP210P1	255330	0.0478873271273332	-0.303711068787981
		0.0479020584199129	-0.563416293651926
CACNA2D4	93589	0.0479477049703097	0.343871896975057
LMAN2	10960	0.0479565455678622	-0.486868069558955
GOLGA2P3Y///GOLGA2P2Y	401634///84559	0.0480196859182169	-0.228368838895689
		0.0480479498191993	-0.29574258113038
FGFBP3	143282	0.0480479498191993	-0.252800397857142
		0.0480582706484296	-0.182953770665532
TRAPPC11	60684	0.0480932458019726	0.442671320638321
AKIRIN1	79647	0.0481254356050796	-0.316780985420641
DOLK	22845	0.048142967645808	-0.259560849191608
		0.0481668487239565	-0.249178878615646
HCAR1	27198	0.0482156954209526	0.284963838582767
FNBP1L	54874	0.0482156954209526	1.00816496767801
		0.0482394860991318	0.521414883376418
		0.0482394860991318	0.247501875328808
PSORS1C3	100130889	0.0482649264760821	-0.331427958527211
VCPIP1	80124	0.0482817242778567	-0.421695127260767
		0.0483092745802853	-0.331518975399093
		0.0483099987284071	-0.369136512229023
OAS3	4940	0.0484062048396119	-0.717371906092967
		0.0484478204620809	-0.358392185137185
IGFN1	91156	0.0485271850780815	-0.258639679286847
ALK///KIF5B///ALK	238///3799///238	0.048544971585693	-0.205071370623583
BAMBI	25805	0.048558228614322	0.936976336053289
RPL10///SNORA70///RPL10///DNASE1L1	6134///26778///6134///1774	0.0486357042992423	0.325064217369622
INO80B-WBP1///WBP1	100532735///23559	0.0486357042992423	-0.374075382005667
CCDC191	57577	0.0486659014706187	-0.477371869990928
		0.0486659014706187	-0.583226864823123
ANO10	55129	0.0487543887201729	0.669897266869619
PSD	5662	0.0487905346320028	-0.262003861436505
		0.0488149447922054	-0.350316442426304
IL17D	53342	0.0488304216431027	-0.297440230496596
GPN2	54707	0.0488376200056249	-0.274320108348071
		0.048854074573188	0.655105132447849
CSNK1G2-AS1	255193	0.0488779638268543	-0.306267102781177
REC8	9985	0.0488779638268543	-0.628411874143989
SHTN1	57698	0.0488779638268543	0.882122139232425
		0.048894536284018	-0.22355054901814
MAGEA8	4107	0.048894536284018	-0.366344045828798
LZTS3	9762	0.0488955268489532	-0.260233333497731
CYP2S1	29785	0.0488955268489532	0.388720472492065
PDE7B	27115	0.0489410246001746	0.536341265956919
C17orf50	146853	0.0489410246001746	-0.254659498077095
JRKL	8690	0.0489975447168219	0.669377353374153
INTS9	55756	0.0490249749255993	0.376109396642859
		0.0490700129573666	-0.239073632334467
PPOX	5498	0.0490804077267628	0.495060276470521
AIMP1	9255	0.0491123303221929	0.490869289198414
MBL2	4153	0.04912176160368	-0.304726219935371
